"No.","Time","Source","Destination","Protocol","Length","Info"
"1","11:43:29.465633","192.168.0.74","5.28.195.2","TCP","78","62991  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=3810209669 TSecr=0 SACK_PERM"
"2","11:43:29.465703","192.168.0.74","5.28.195.2","TCP","78","62992  >  80 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=497350198 TSecr=0 SACK_PERM"
"3","11:43:29.466047","192.168.0.74","5.28.195.2","TCP","78","62993  >  5222 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=1782446235 TSecr=0 SACK_PERM"
"4","11:43:29.466993","CompalBroadb_aa:60:7e","ee:99:94:f5:59:fd","ARP","56","192.168.0.1 is at ac:22:05:aa:60:7e"
"5","11:43:29.502184","5.28.195.2","192.168.0.74","TCP","74","443  >  62991 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1240 SACK_PERM TSval=1730421606 TSecr=3810209669 WS=1024"
"6","11:43:29.502430","192.168.0.74","5.28.195.2","TCP","66","62991  >  443 [ACK] Seq=1 Ack=1 Win=1048560 Len=0 TSval=3810209706 TSecr=1730421606"
"7","11:43:29.502728","192.168.0.74","5.28.195.2","TLSv1","583","Client Hello"
"8","11:43:29.543515","5.28.195.2","192.168.0.74","TCP","66","443  >  62991 [ACK] Seq=1 Ack=518 Win=67584 Len=0 TSval=1730421655 TSecr=3810209706"
"9","11:43:29.543517","5.28.195.2","192.168.0.74","TCP","66","443  >  62991 [FIN, ACK] Seq=1 Ack=518 Win=67584 Len=0 TSval=1730421655 TSecr=3810209706"
"10","11:43:29.543744","192.168.0.74","5.28.195.2","TCP","66","62991  >  443 [ACK] Seq=518 Ack=2 Win=1048560 Len=0 TSval=3810209747 TSecr=1730421655"
"11","11:43:29.543965","192.168.0.74","5.28.195.2","TCP","66","62991  >  443 [FIN, ACK] Seq=518 Ack=2 Win=1048560 Len=0 TSval=3810209748 TSecr=1730421655"
"12","11:43:29.583953","5.28.195.2","192.168.0.74","TCP","56","443  >  62991 [RST] Seq=2 Win=0 Len=0"
"13","11:43:29.641471","149.154.167.41","192.168.0.74","SSL","171","Continuation Data"
"14","11:43:29.641720","192.168.0.74","149.154.167.41","TCP","66","59400  >  443 [ACK] Seq=1 Ack=106 Win=65530 Len=0 TSval=1845402952 TSecr=325115928"
"15","11:43:29.755240","192.168.0.192","230.0.0.1","UDP","92","58107  >  6666 Len=50"
"16","11:43:29.841677","192.168.0.74","64.65.63.120","TLSv1.2","602","Application Data"
"17","11:43:29.886259","64.65.63.120","192.168.0.74","TCP","66","443  >  59487 [ACK] Seq=1 Ack=537 Win=3703 Len=0 TSval=2680711074 TSecr=3163418374"
"18","11:43:29.886400","192.168.0.74","64.65.63.120","TLSv1.2","602","Application Data"
"19","11:43:29.925190","64.65.63.120","192.168.0.74","TCP","66","443  >  59487 [ACK] Seq=1 Ack=1073 Win=3703 Len=0 TSval=2680711114 TSecr=3163418419"
"20","11:43:29.940382","64.65.63.120","192.168.0.74","TLSv1.2","602","Application Data"
"21","11:43:29.940559","192.168.0.74","64.65.63.120","TCP","66","59487  >  443 [ACK] Seq=1073 Ack=537 Win=9190 Len=0 TSval=3163418473 TSecr=2680711127"
"22","11:43:29.979423","64.65.63.120","192.168.0.74","TLSv1.2","602","Application Data"
"23","11:43:29.979526","192.168.0.74","64.65.63.120","TCP","66","59487  >  443 [ACK] Seq=1073 Ack=1073 Win=9190 Len=0 TSval=3163418512 TSecr=2680711167"
"24","11:43:29.979730","192.168.0.74","64.65.63.120","TLSv1.2","602","Application Data"
"25","11:43:30.055644","64.65.63.120","192.168.0.74","TCP","66","443  >  59487 [ACK] Seq=1073 Ack=1609 Win=3703 Len=0 TSval=2680711246 TSecr=3163418512"
"26","11:43:30.062271","192.168.0.192","230.0.0.1","UDP","92","62979  >  6666 Len=50"
"27","11:43:30.466042","192.168.0.74","5.28.195.2","TCP","78","[TCP Retransmission] 62993  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=1782447235 TSecr=0 SACK_PERM"
"28","11:43:30.466082","192.168.0.74","5.28.195.2","TCP","78","[TCP Retransmission] 62992  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=497351199 TSecr=0 SACK_PERM"
"29","11:43:30.784270","192.168.0.192","230.0.0.1","UDP","92","58107  >  6666 Len=50"
"30","11:43:30.923650","192.168.0.74","64.65.63.120","TLSv1.2","602","Application Data"
"31","11:43:30.925054","192.168.0.74","192.87.28.82","TLSv1.2","602","Application Data"
"32","11:43:30.970765","64.65.63.120","192.168.0.74","TCP","66","443  >  59487 [ACK] Seq=1073 Ack=2145 Win=3703 Len=0 TSval=2680712161 TSecr=3163419456"
"33","11:43:30.971029","192.168.0.74","64.65.63.120","TLSv1.2","602","Application Data"
"34","11:43:30.984083","192.168.0.192","230.0.0.1","UDP","92","62979  >  6666 Len=50"
"35","11:43:31.006461","64.65.63.120","192.168.0.74","TCP","66","443  >  59487 [ACK] Seq=1073 Ack=2681 Win=3703 Len=0 TSval=2680712196 TSecr=3163419504"
"36","11:43:31.014371","192.87.28.82","192.168.0.74","TCP","66","9001  >  59488 [ACK] Seq=1 Ack=537 Win=2347 Len=0 TSval=2692761477 TSecr=3832288413"
"37","11:43:31.217590","2a02:ab88:b:4100:6163:ab1b:4f48:fc2c","2603:1063:12::2ec","TLSv1.2","144","Application Data"
"38","11:43:31.233504","64.65.63.120","192.168.0.74","TLSv1.2","602","Application Data"
"39","11:43:31.233604","192.168.0.74","64.65.63.120","TCP","66","59487  >  443 [ACK] Seq=2681 Ack=1609 Win=9190 Len=0 TSval=3163419766 TSecr=2680712422"
"40","11:43:31.252176","2603:1063:12::2ec","2a02:ab88:b:4100:6163:ab1b:4f48:fc2c","TLSv1.2","133","Application Data"
"41","11:43:31.252286","2a02:ab88:b:4100:6163:ab1b:4f48:fc2c","2603:1063:12::2ec","TCP","86","58880  >  443 [ACK] Seq=59 Ack=48 Win=2048 Len=0 TSval=2988313049 TSecr=477102481"
"42","11:43:31.387051","192.168.0.74","192.87.28.82","TLSv1.2","1116","Application Data"
"43","11:43:31.467008","192.168.0.74","5.28.195.2","TCP","78","[TCP Retransmission] 62993  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=1782448236 TSecr=0 SACK_PERM"
"44","11:43:31.467070","192.168.0.74","5.28.195.2","TCP","78","[TCP Retransmission] 62992  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=497352200 TSecr=0 SACK_PERM"
"45","11:43:31.468529","192.87.28.82","192.168.0.74","TCP","66","9001  >  59488 [ACK] Seq=1 Ack=1587 Win=2347 Len=0 TSval=2692761933 TSecr=3832288875"
"46","11:43:31.664677","192.87.28.82","192.168.0.74","TLSv1.2","602","Application Data"
"47","11:43:31.664867","192.168.0.74","192.87.28.82","TCP","66","59488  >  9001 [ACK] Seq=1587 Ack=537 Win=6814 Len=0 TSval=3832289153 TSecr=2692762130"
"48","11:43:31.716682","192.87.28.82","192.168.0.74","TCP","1474","9001  >  59488 [ACK] Seq=537 Ack=1587 Win=2347 Len=1408 TSval=2692762182 TSecr=3832289153 [TCP PDU reassembled in 50]"
"49","11:43:31.716685","192.87.28.82","192.168.0.74","TCP","1474","9001  >  59488 [ACK] Seq=1945 Ack=1587 Win=2347 Len=1408 TSval=2692762182 TSecr=3832289153 [TCP PDU reassembled in 50]"
"50","11:43:31.716686","192.87.28.82","192.168.0.74","TLSv1.2","870","Application Data"
"51","11:43:31.716847","192.168.0.74","192.87.28.82","TCP","66","59488  >  9001 [ACK] Seq=1587 Ack=1945 Win=6800 Len=0 TSval=3832289205 TSecr=2692762182"
"52","11:43:31.716900","192.168.0.74","192.87.28.82","TCP","66","59488  >  9001 [ACK] Seq=1587 Ack=4157 Win=6766 Len=0 TSval=3832289205 TSecr=2692762182"
