"No.","Time","Source","Destination","Protocol","Length","Info"
"1","12:40:20.524227","152.66.157.105","152.66.159.255","NBNS","92","Name query NB BRNB422006DB02D<00>"
"2","12:40:20.524229","NothingTechn_64:3b:1c","Broadcast","ARP","56","Gratuitous ARP for 152.66.157.180 (Reply)"
"3","12:40:20.524248","9c:97:1b:9f:23:4c","Broadcast","ARP","60","Who has 152.66.157.7? (ARP Probe)"
"4","12:40:20.524249","fe80::9e97:1bff:fe9f:234c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::9e97:1bff:fe9f:234c (ovr) is at 9c:97:1b:9f:23:4c"
"5","12:40:20.524250","2001:738:2001:407f:9e97:1bff:fe9f:234c","ff02::1","ICMPv6","86","Neighbor Advertisement 2001:738:2001:407f:9e97:1bff:fe9f:234c (ovr) is at 9c:97:1b:9f:23:4c"
"6","12:40:20.625058","152.66.157.157","152.66.159.255","NBNS","92","Name query NB BRWD89C67BFC5D6<00>"
"7","12:40:20.625062","152.66.157.81","224.0.0.251","MDNS","321","Standard query response 0x0000 PTR, cache flush iPad-37.local PTR, cache flush iPad-37.local PTR, cache flush iPad-37.local NSEC, cache flush 1.2.5.D.0.B.C.E.8.6.4.0.0.7.C.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 81.157.66.152.in-addr.arpa NSEC, cache flush 8.8.4.F.2.7.3.8.A.7.D.9.1.F.4.1.F.7.0.4.1.0.0.2.8.3.7.0.1.0.0.2.ip6.arpa"
"8","12:40:20.625064","fe80::1c70:468:ecb0:d521","ff02::fb","MDNS","341","Standard query response 0x0000 PTR, cache flush iPad-37.local PTR, cache flush iPad-37.local PTR, cache flush iPad-37.local NSEC, cache flush 1.2.5.D.0.B.C.E.8.6.4.0.0.7.C.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 81.157.66.152.in-addr.arpa NSEC, cache flush 8.8.4.F.2.7.3.8.A.7.D.9.1.F.4.1.F.7.0.4.1.0.0.2.8.3.7.0.1.0.0.2.ip6.arpa"
"9","12:40:20.729594","0.0.0.0","255.255.255.255","DHCP","336","DHCP Discover - Transaction ID 0x4930c9ec"
"10","12:40:20.729597","0.0.0.0","255.255.255.255","DHCP","348","DHCP Discover - Transaction ID 0xf043eac4"
"11","12:40:20.729599","0.0.0.0","255.255.255.255","DHCP","342","DHCP Request  - Transaction ID 0x4930c9ec"
"12","12:40:20.729601","0.0.0.0","255.255.255.255","DHCP","358","DHCP Request  - Transaction ID 0xf043eac4"
"13","12:40:20.831036","8e:27:20:4f:96:5e","Broadcast","LLC","56","S P, func=RNR, N(R)=64; DSAP NULL LSAP Individual, SSAP NULL LSAP Command"
"14","12:40:20.831040","fe80::281e:40ff:feb4:4f41","ff02::fb","MDNS","634","Standard query response 0x0000 PTR, cache flush Android_5MYI75ZZ.local AAAA, cache flush fe80::281e:40ff:feb4:4f41 PTR, cache flush Android_5MYI75ZZ.local AAAA, cache flush 2001:738:2001:407f:281e:40ff:feb4:4f41 PTR, cache flush Android_5MYI75ZZ.local A, cache flush 152.66.156.164 PTR I0NZVUf8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_5MYI75ZZ.local TXT, cache flush PTR _FC9F5ED42C8A._tcp.local NSEC, cache flush 1.4.F.4.4.B.E.F.F.F.0.4.E.1.8.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android_5MYI75ZZ.local NSEC, cache flush 1.4.F.4.4.B.E.F.F.F.0.4.E.1.8.2.F.7.0.4.1.0.0.2.8.3.7.0.1.0.0.2.ip6.arpa NSEC, cache flush 164.156.66.152.in-addr.arpa NSEC, cache flush I0NZVUf8n14AAA._FC9F5ED42C8A._tcp.local"
"15","12:40:20.831043","152.66.156.164","224.0.0.251","MDNS","614","Standard query response 0x0000 PTR, cache flush Android_5MYI75ZZ.local AAAA, cache flush fe80::281e:40ff:feb4:4f41 PTR, cache flush Android_5MYI75ZZ.local AAAA, cache flush 2001:738:2001:407f:281e:40ff:feb4:4f41 PTR, cache flush Android_5MYI75ZZ.local A, cache flush 152.66.156.164 PTR I0NZVUf8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_5MYI75ZZ.local TXT, cache flush PTR _FC9F5ED42C8A._tcp.local NSEC, cache flush 1.4.F.4.4.B.E.F.F.F.0.4.E.1.8.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android_5MYI75ZZ.local NSEC, cache flush 1.4.F.4.4.B.E.F.F.F.0.4.E.1.8.2.F.7.0.4.1.0.0.2.8.3.7.0.1.0.0.2.ip6.arpa NSEC, cache flush 164.156.66.152.in-addr.arpa NSEC, cache flush I0NZVUf8n14AAA._FC9F5ED42C8A._tcp.local"
"16","12:40:20.831046","152.66.158.153","224.0.0.251","MDNS","87","Standard query 0x0822 PTR 254.159.66.152.in-addr.arpa, ""QM"" question"
"17","12:40:20.833862","0.0.0.0","255.255.255.255","DHCP","335","DHCP Discover - Transaction ID 0x86a13937"
"18","12:40:20.833865","152.66.159.125","224.0.0.251","MDNS","1125","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR lb._dns-sd._udp.local, ""QM"" question PTR D\303\263riâ\200\231s iPad ._companion-link._tcp.local PTR Ataâ\200\231s ipad._companion-link._tcp.local PTR mnbm._companion-link._tcp.local PTR iPad ._companion-link._tcp.local PTR Naduâ\200\231s MacBook Pro._companion-link._tcp.local PTR M\303\241rtonâ\200\231s MacBook Air (2)._companion-link._tcp.local PTR Gergely Csaba iPadje._companion-link._tcp.local PTR iPad (156)._companion-link._tcp.local PTR P\303\251terâ\200\231s MacBook Air (2)._companion-link._tcp.local PTR NK MacBook Air._companion-link._tcp.local PTR Munkhshurâ\200\231s iPad._companion-link._tcp.local PTR Otgonbayarâ\200\231s MacBook Air._companion-link._tcp.local PTR Hanna iPadje._companion-link._tcp.local PTR Osgy\303\241n MacBook Pro._companion-link._tcp.local PTR iPad (24)._companion-link._tcp.local PTR Gerg\305\221 mekb\303\272k \303\251rje._companion-link._tcp.local PTR Bal\303\241zs ipad._companion-link._tcp.local PTR Norman MacBook Pro._companion-link._tcp.local PTR Khaiâ\200\231s MacBook Pro._companion-link._tcp.local PTR Simon iPadje._companion-link._tcp.local PTR Gerencs\303\251r MacBook Air._companion-link._tcp.local PTR MacBook ._companion-link._tcp.local PTR iPad (48)._companion-link._tcp.local PTR Ibrahim Mâ\200\231s iPad._companion-link._tcp.local PTR iPad (21)._companion-link._tcp.local PTR gvancusi._companion-link._tcp.local PTR \351\231\210\345\230\211\350\243\225\347\232\204MacBook Air._companion-link._tcp.local PTR MacBook Air di Marcello._companion-link._tcp.local PTR MacBook Air 2022._companion-link._tcp.local PTR Roland iPad -je._companion-link._tcp.local PTR Diegoâ\200\231s MacBook Pro._companion-link._tcp.local PTR lamberia._companion-link._tcp.local PTR iPad (20)._companion-link._tcp.local"
