"No.","Time","Source","Destination","Protocol","Length","Info"
"1","11:29:14.884353","140.82.121.3","192.168.0.74","TLSv1.2","105","Application Data"
"2","11:29:14.884474","192.168.0.74","140.82.121.3","TCP","66","61595  >  443 [ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=585451345 TSecr=86196388"
"3","11:29:14.940220","192.168.0.74","13.69.239.72","TLSv1.2","144","Application Data"
"4","11:29:14.940434","192.168.0.74","13.69.239.72","TCP","1474","60139  >  443 [ACK] Seq=79 Ack=1 Win=2048 Len=1408 TSval=1911522873 TSecr=109032039 [TCP PDU reassembled in 5]"
"5","11:29:14.940453","192.168.0.74","13.69.239.72","TLSv1.2","846","Application Data"
"6","11:29:15.000031","13.69.239.72","192.168.0.74","TCP","66","443  >  60139 [ACK] Seq=1 Ack=2267 Win=16384 Len=0 TSval=109037816 TSecr=1911522873"
"7","11:29:15.032193","192.168.0.74","185.199.109.133","TCP","54","61596  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"8","11:29:15.048848","185.199.109.133","192.168.0.74","TCP","66","[TCP ACKed unseen segment] 443  >  61596 [ACK] Seq=1 Ack=2 Win=279 Len=0 TSval=1747914015 TSecr=3415685627"
"9","11:29:15.237309","192.168.0.74","5.28.195.2","TCP","78","61627  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=260871414 TSecr=0 SACK_PERM"
"10","11:29:15.237347","192.168.0.74","5.28.195.2","TCP","78","61628  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=3683842587 TSecr=0 SACK_PERM"
"11","11:29:15.531023","192.168.0.192","230.0.0.1","UDP","92","58107  >  6666 Len=50"
"12","11:29:15.692914","2a02:ab88:b:4100:6163:ab1b:4f48:fc2c","2603:1063:7::c9","TLSv1.2","136","Application Data"
"13","11:29:15.730490","192.168.0.192","230.0.0.1","UDP","92","62979  >  6666 Len=50"
"14","11:29:15.751770","2603:1063:7::c9","2a02:ab88:b:4100:6163:ab1b:4f48:fc2c","TLSv1.2","125","Application Data"
"15","11:29:15.751921","2a02:ab88:b:4100:6163:ab1b:4f48:fc2c","2603:1063:7::c9","TCP","86","58879  >  443 [ACK] Seq=51 Ack=40 Win=2048 Len=0 TSval=134760422 TSecr=1793514187"
"16","11:29:16.555555","192.168.0.192","230.0.0.1","UDP","92","58107  >  6666 Len=50"
"17","11:29:16.757080","192.168.0.192","230.0.0.1","UDP","92","62979  >  6666 Len=50"
"18","11:29:16.926197","192.168.0.74","5.28.195.2","TCP","78","61631  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=2682482477 TSecr=0 SACK_PERM"
"19","11:29:16.940688","140.82.121.3","192.168.0.74","TLSv1.2","105","Application Data"
"20","11:29:16.940689","140.82.121.3","192.168.0.74","TLSv1.2","90","Application Data"
"21","11:29:16.940690","140.82.121.3","192.168.0.74","TCP","66","443  >  61595 [FIN, ACK] Seq=103 Ack=1 Win=67 Len=0 TSval=86198388 TSecr=585451345"
"22","11:29:16.940798","192.168.0.74","140.82.121.3","TCP","66","61595  >  443 [ACK] Seq=1 Ack=103 Win=2048 Len=0 TSval=585453401 TSecr=86198388"
"23","11:29:16.940838","192.168.0.74","140.82.121.3","TCP","66","61595  >  443 [ACK] Seq=1 Ack=104 Win=2048 Len=0 TSval=585453402 TSecr=86198388"
"24","11:29:16.941097","192.168.0.74","140.82.121.3","TLSv1.2","90","Application Data"
"25","11:29:16.941153","192.168.0.74","140.82.121.3","TCP","66","61595  >  443 [FIN, ACK] Seq=25 Ack=104 Win=2048 Len=0 TSval=585453402 TSecr=86198388"
"26","11:29:16.960096","140.82.121.3","192.168.0.74","TCP","66","[TCP Retransmission] 443  >  61595 [FIN, ACK] Seq=103 Ack=1 Win=67 Len=0 TSval=86198465 TSecr=585451345"
"27","11:29:16.960191","192.168.0.74","140.82.121.3","TCP","66","[TCP Retransmission] 61595  >  443 [FIN, ACK] Seq=25 Ack=104 Win=2048 Len=0 TSval=585453421 TSecr=86198388"
